frame_number,frame_time,frame_len,eth_src,eth_dst,eth_type,ip_version,ip_src,ip_dst,ip_hl,ip_len,ip_proto,ip_ttl,tcp_srcport,tcp_dstport,tcp_seq,tcp_ack,tcp_len,tcp_flags
938,"Feb  9, 2024 16:20:54.013035000 Central Standard Time",235,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.73.97.167,10.0.5.86,20,221,6,243,443,52433,4212,3378,181,0x0018
939,"Feb  9, 2024 16:20:54.062728000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,52.73.97.167,20,40,6,255,52433,443,3378,4393,0,0x0010
940,"Feb  9, 2024 16:20:54.070937000 Central Standard Time",251,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,52.73.97.167,20,237,6,255,52433,443,3378,4393,197,0x0018
941,"Feb  9, 2024 16:20:54.083281000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
942,"Feb  9, 2024 16:20:54.102753000 Central Standard Time",261,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,247,6,244,443,43438,3617,1178,195,0x0018
943,"Feb  9, 2024 16:20:54.106137000 Central Standard Time",97,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,83,6,64,43436,443,1167,3853,31,0x0018
944,"Feb  9, 2024 16:20:54.106772000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,52,6,64,43436,443,1198,3853,0,0x0011
945,"Feb  9, 2024 16:20:54.132744000 Central Standard Time",97,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,83,6,243,443,43436,3853,1199,31,0x0018
946,"Feb  9, 2024 16:20:54.132765000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,52,6,243,443,43436,3884,1199,0,0x0011
947,"Feb  9, 2024 16:20:54.144616000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,52,6,64,43438,443,1178,3812,0,0x0010
948,"Feb  9, 2024 16:20:54.144965000 Central Standard Time",54,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,40,6,64,43436,443,1199,0,0,0x0004
949,"Feb  9, 2024 16:20:54.145198000 Central Standard Time",54,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,40,6,64,43436,443,1199,0,0,0x0004
950,"Feb  9, 2024 16:20:54.149405000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.73.97.167,10.0.5.86,20,40,6,243,443,52433,4393,3575,0,0x0010
951,"Feb  9, 2024 16:20:54.387733000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
952,"Feb  9, 2024 16:20:54.488281000 Central Standard Time",46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,0x0800,4,10.0.5.220,224.0.0.251,20,32,17,1,,,,,,
953,"Feb  9, 2024 16:20:54.489768000 Central Standard Time",189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,175,17,64,,,,,,
954,"Feb  9, 2024 16:20:54.693544000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
955,"Feb  9, 2024 16:20:55.000502000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
956,"Feb  9, 2024 16:20:55.308607000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
957,"Feb  9, 2024 16:20:55.502066000 Central Standard Time",46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,0x0800,4,10.0.5.220,224.0.0.251,20,32,17,1,,,,,,
958,"Feb  9, 2024 16:20:55.505723000 Central Standard Time",189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,175,17,64,,,,,,
959,"Feb  9, 2024 16:20:55.618289000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
960,"Feb  9, 2024 16:20:55.624630000 Central Standard Time",1483,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,1469,17,255,,,,,,
961,"Feb  9, 2024 16:20:58.139681000 Central Standard Time",74,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,60,6,64,38988,9999,0,0,0,0x0002
962,"Feb  9, 2024 16:20:58.261421000 Central Standard Time",58,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,44,6,255,9999,38988,0,1,0,0x0012
963,"Feb  9, 2024 16:20:58.265073000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38988,9999,1,1,0,0x0010
964,"Feb  9, 2024 16:20:58.267490000 Central Standard Time",258,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,244,6,64,38988,9999,1,1,204,0x0018
965,"Feb  9, 2024 16:20:58.322407000 Central Standard Time",245,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,231,6,255,9999,38988,1,205,191,0x0018
966,"Feb  9, 2024 16:20:58.324184000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38988,9999,205,192,0,0x0010
967,"Feb  9, 2024 16:20:58.325913000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38988,9999,205,192,0,0x0011
968,"Feb  9, 2024 16:20:58.328683000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38988,192,206,0,0x0010
969,"Feb  9, 2024 16:20:58.430250000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38988,192,206,0,0x0011
970,"Feb  9, 2024 16:20:58.446892000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38988,9999,206,193,0,0x0010
971,"Feb  9, 2024 16:20:59.322884000 Central Standard Time",347,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,333,6,255,52434,443,1427,7980,293,0x0018
972,"Feb  9, 2024 16:20:59.346018000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,40,6,242,443,52434,7980,1720,0,0x0010
973,"Feb  9, 2024 16:20:59.476755000 Central Standard Time",74,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,60,6,64,38990,9999,0,0,0,0x0002
974,"Feb  9, 2024 16:20:59.497356000 Central Standard Time",1259,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,1245,6,255,52434,443,1720,7980,1205,0x0018
975,"Feb  9, 2024 16:20:59.497950000 Central Standard Time",58,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,44,6,255,9999,38990,0,1,0,0x0012
976,"Feb  9, 2024 16:20:59.505417000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38990,9999,1,1,0,0x0010
977,"Feb  9, 2024 16:20:59.506309000 Central Standard Time",258,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,244,6,64,38990,9999,1,1,204,0x0018
978,"Feb  9, 2024 16:20:59.520407000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,40,6,242,443,52434,7980,2925,0,0x0010
979,"Feb  9, 2024 16:20:59.527950000 Central Standard Time",228,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,214,6,255,9999,38990,1,205,174,0x0018
980,"Feb  9, 2024 16:20:59.530584000 Central Standard Time",1243,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,1229,6,242,443,52434,7980,2925,1189,0x0018
981,"Feb  9, 2024 16:20:59.530605000 Central Standard Time",123,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,109,6,242,443,52434,9169,2925,69,0x0018
982,"Feb  9, 2024 16:20:59.533966000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38990,9999,205,175,0,0x0010
983,"Feb  9, 2024 16:20:59.534178000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38990,9999,205,175,0,0x0011
984,"Feb  9, 2024 16:20:59.535045000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,40,6,255,52434,443,2925,9238,0,0x0010
985,"Feb  9, 2024 16:20:59.536726000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38990,175,206,0,0x0010
986,"Feb  9, 2024 16:20:59.538029000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,40,6,255,52434,443,2925,9238,0,0x0010
987,"Feb  9, 2024 16:20:59.544213000 Central Standard Time",74,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,60,6,64,38992,9999,0,0,0,0x0002
988,"Feb  9, 2024 16:20:59.548760000 Central Standard Time",58,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,44,6,255,9999,38992,0,1,0,0x0012
989,"Feb  9, 2024 16:20:59.553406000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38992,9999,1,1,0,0x0010
990,"Feb  9, 2024 16:20:59.557142000 Central Standard Time",184,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,170,6,64,38992,9999,1,1,130,0x0018
991,"Feb  9, 2024 16:20:59.642481000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38990,175,206,0,0x0011
992,"Feb  9, 2024 16:20:59.646154000 Central Standard Time",221,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,207,6,255,9999,38992,1,131,167,0x0018
993,"Feb  9, 2024 16:20:59.676510000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38990,9999,206,176,0,0x0010
994,"Feb  9, 2024 16:20:59.685526000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38992,9999,131,168,0,0x0010
995,"Feb  9, 2024 16:20:59.685888000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38992,9999,131,168,0,0x0011
996,"Feb  9, 2024 16:20:59.689721000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38992,168,132,0,0x0010
997,"Feb  9, 2024 16:20:59.692806000 Central Standard Time",74,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,60,6,64,38994,9999,0,0,0,0x0002
998,"Feb  9, 2024 16:20:59.697274000 Central Standard Time",58,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,44,6,255,9999,38994,0,1,0,0x0012
999,"Feb  9, 2024 16:20:59.701201000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38994,9999,1,1,0,0x0010
1000,"Feb  9, 2024 16:20:59.701802000 Central Standard Time",178,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,164,6,64,38994,9999,1,1,124,0x0018
1001,"Feb  9, 2024 16:20:59.793034000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38992,168,132,0,0x0011
1002,"Feb  9, 2024 16:20:59.794527000 Central Standard Time",141,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,127,6,255,9999,38994,1,125,87,0x0018
1003,"Feb  9, 2024 16:20:59.809717000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38992,9999,132,169,0,0x0010
1004,"Feb  9, 2024 16:20:59.811519000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38994,9999,125,88,0,0x0010
1005,"Feb  9, 2024 16:20:59.814280000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38994,9999,125,88,0,0x0011
1006,"Feb  9, 2024 16:20:59.817497000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38994,88,126,0,0x0010
1007,"Feb  9, 2024 16:20:59.971086000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38994,88,126,0,0x0011
1008,"Feb  9, 2024 16:20:59.983116000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38994,9999,126,89,0,0x0010
1009,"Feb  9, 2024 16:21:00.530086000 Central Standard Time",347,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,333,6,255,52434,443,2925,9238,293,0x0018
1010,"Feb  9, 2024 16:21:00.594229000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,40,6,242,443,52434,9238,3218,0,0x0010
1011,"Feb  9, 2024 16:21:00.638562000 Central Standard Time",1307,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,1293,6,255,52434,443,3218,9238,1253,0x0018
1012,"Feb  9, 2024 16:21:00.661411000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,40,6,242,443,52434,9238,4471,0,0x0010
1013,"Feb  9, 2024 16:21:00.672920000 Central Standard Time",1307,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,1293,6,242,443,52434,9238,4471,1253,0x0018
1014,"Feb  9, 2024 16:21:00.672941000 Central Standard Time",123,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,109,6,242,443,52434,10491,4471,69,0x0018
1015,"Feb  9, 2024 16:21:00.747122000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,40,6,255,52434,443,4471,10560,0,0x0010
1016,"Feb  9, 2024 16:21:00.944304000 Central Standard Time",74,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,60,6,64,38996,9999,0,0,0,0x0002
1017,"Feb  9, 2024 16:21:00.953220000 Central Standard Time",58,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,44,6,255,9999,38996,0,1,0,0x0012
1018,"Feb  9, 2024 16:21:00.955388000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38996,9999,1,1,0,0x0010
1019,"Feb  9, 2024 16:21:00.959399000 Central Standard Time",258,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,244,6,64,38996,9999,1,1,204,0x0018
1020,"Feb  9, 2024 16:21:01.008410000 Central Standard Time",245,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,231,6,255,9999,38996,1,205,191,0x0018
1021,"Feb  9, 2024 16:21:01.033289000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38996,9999,205,192,0,0x0010
1022,"Feb  9, 2024 16:21:01.033422000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38996,9999,205,192,0,0x0011
1023,"Feb  9, 2024 16:21:01.044547000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38996,192,206,0,0x0010
1024,"Feb  9, 2024 16:21:01.146956000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38996,192,206,0,0x0011
1025,"Feb  9, 2024 16:21:01.154440000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38996,9999,206,193,0,0x0010
1026,"Feb  9, 2024 16:21:01.998968000 Central Standard Time",347,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,333,6,255,52434,443,4471,10560,293,0x0018
1027,"Feb  9, 2024 16:21:02.066248000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,40,6,242,443,52434,10560,4764,0,0x0010
1028,"Feb  9, 2024 16:21:02.071126000 Central Standard Time",1259,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,1245,6,255,52434,443,4764,10560,1205,0x0018
1029,"Feb  9, 2024 16:21:02.094240000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,40,6,242,443,52434,10560,5969,0,0x0010
1030,"Feb  9, 2024 16:21:02.101426000 Central Standard Time",1243,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,1229,6,242,443,52434,10560,5969,1189,0x0018
1031,"Feb  9, 2024 16:21:02.101446000 Central Standard Time",123,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,109,6,242,443,52434,11749,5969,69,0x0018
1032,"Feb  9, 2024 16:21:02.119741000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,40,6,255,52434,443,5969,11749,0,0x0010
1033,"Feb  9, 2024 16:21:02.191016000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,40,6,255,52434,443,5969,11818,0,0x0010
1034,"Feb  9, 2024 16:21:02.316300000 Central Standard Time",74,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,60,6,64,38998,9999,0,0,0,0x0002
1035,"Feb  9, 2024 16:21:02.321547000 Central Standard Time",58,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,44,6,255,9999,38998,0,1,0,0x0012
1036,"Feb  9, 2024 16:21:02.349041000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38998,9999,1,1,0,0x0010
1037,"Feb  9, 2024 16:21:02.369297000 Central Standard Time",258,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,244,6,64,38998,9999,1,1,204,0x0018
1038,"Feb  9, 2024 16:21:02.396518000 Central Standard Time",228,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,214,6,255,9999,38998,1,205,174,0x0018
1039,"Feb  9, 2024 16:21:02.448483000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38998,9999,205,175,0,0x0010
1040,"Feb  9, 2024 16:21:02.448933000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38998,9999,205,175,0,0x0011
1041,"Feb  9, 2024 16:21:02.451548000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38998,175,206,0,0x0010
1042,"Feb  9, 2024 16:21:02.463025000 Central Standard Time",74,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,60,6,64,39000,9999,0,0,0,0x0002
1043,"Feb  9, 2024 16:21:02.467953000 Central Standard Time",58,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,44,6,255,9999,39000,0,1,0,0x0012
1044,"Feb  9, 2024 16:21:02.472928000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39000,9999,1,1,0,0x0010
1045,"Feb  9, 2024 16:21:02.473803000 Central Standard Time",184,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,170,6,64,39000,9999,1,1,130,0x0018
1046,"Feb  9, 2024 16:21:02.551989000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38998,175,206,0,0x0011
1047,"Feb  9, 2024 16:21:02.553330000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38998,9999,206,176,0,0x0010
1048,"Feb  9, 2024 16:21:02.555432000 Central Standard Time",221,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,207,6,255,9999,39000,1,131,167,0x0018
1049,"Feb  9, 2024 16:21:02.560326000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39000,9999,131,168,0,0x0010
1050,"Feb  9, 2024 16:21:02.560535000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39000,9999,131,168,0,0x0011
1051,"Feb  9, 2024 16:21:02.560639000 Central Standard Time",74,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,60,6,64,39002,9999,0,0,0,0x0002
1052,"Feb  9, 2024 16:21:02.562863000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,39000,168,132,0,0x0010
1053,"Feb  9, 2024 16:21:02.565032000 Central Standard Time",58,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,44,6,255,9999,39002,0,1,0,0x0012
1054,"Feb  9, 2024 16:21:02.570294000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39002,9999,1,1,0,0x0010
1055,"Feb  9, 2024 16:21:02.570508000 Central Standard Time",178,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,164,6,64,39002,9999,1,1,124,0x0018
1056,"Feb  9, 2024 16:21:02.664304000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,39000,168,132,0,0x0011
1057,"Feb  9, 2024 16:21:02.669511000 Central Standard Time",141,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,127,6,255,9999,39002,1,125,87,0x0018
1058,"Feb  9, 2024 16:21:02.670057000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39000,9999,132,169,0,0x0010
1059,"Feb  9, 2024 16:21:02.672054000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39002,9999,125,88,0,0x0010
1060,"Feb  9, 2024 16:21:02.673657000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39002,9999,125,88,0,0x0011
