frame_number,frame_time,frame_len,eth_src,eth_dst,eth_type,ip_version,ip_src,ip_dst,ip_hl,ip_len,ip_proto,ip_ttl,tcp_srcport,tcp_dstport,tcp_seq,tcp_ack,tcp_len,tcp_flags
1061,"Feb  9, 2024 16:21:02.683243000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,39002,88,126,0,0x0010
1062,"Feb  9, 2024 16:21:02.768125000 Central Standard Time",70,36:cd:80:d9:58:3d,33:33:00:00:00:02,0x86dd,,,,,,,,,,,,,
1063,"Feb  9, 2024 16:21:02.776383000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,39002,88,126,0,0x0011
1064,"Feb  9, 2024 16:21:02.778399000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39002,9999,126,89,0,0x0010
1065,"Feb  9, 2024 16:21:03.397630000 Central Standard Time",347,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,333,6,255,52434,443,5969,11818,293,0x0018
1066,"Feb  9, 2024 16:21:03.466294000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,40,6,242,443,52434,11818,6262,0,0x0010
1067,"Feb  9, 2024 16:21:03.472798000 Central Standard Time",1307,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,1293,6,255,52434,443,6262,11818,1253,0x0018
1068,"Feb  9, 2024 16:21:03.495805000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,40,6,242,443,52434,11818,7515,0,0x0010
1069,"Feb  9, 2024 16:21:03.502063000 Central Standard Time",1307,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,1293,6,242,443,52434,11818,7515,1253,0x0018
1070,"Feb  9, 2024 16:21:03.502083000 Central Standard Time",123,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,109,6,242,443,52434,13071,7515,69,0x0018
1071,"Feb  9, 2024 16:21:03.514987000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,40,6,255,52434,443,7515,13140,0,0x0010
1072,"Feb  9, 2024 16:21:03.773204000 Central Standard Time",74,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,60,6,64,39004,9999,0,0,0,0x0002
1073,"Feb  9, 2024 16:21:03.782876000 Central Standard Time",58,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,44,6,255,9999,39004,0,1,0,0x0012
1074,"Feb  9, 2024 16:21:03.785052000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39004,9999,1,1,0,0x0010
1075,"Feb  9, 2024 16:21:03.788614000 Central Standard Time",258,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,244,6,64,39004,9999,1,1,204,0x0018
1076,"Feb  9, 2024 16:21:03.827004000 Central Standard Time",245,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,231,6,255,9999,39004,1,205,191,0x0018
1077,"Feb  9, 2024 16:21:03.828534000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39004,9999,205,192,0,0x0010
1078,"Feb  9, 2024 16:21:03.829994000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39004,9999,205,192,0,0x0011
1079,"Feb  9, 2024 16:21:03.833262000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,39004,192,206,0,0x0010
1080,"Feb  9, 2024 16:21:03.935430000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,39004,192,206,0,0x0011
1081,"Feb  9, 2024 16:21:03.948683000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39004,9999,206,193,0,0x0010
1082,"Feb  9, 2024 16:21:04.828974000 Central Standard Time",347,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,333,6,255,52434,443,7515,13140,293,0x0018
1083,"Feb  9, 2024 16:21:04.894236000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,40,6,242,443,52434,13140,7808,0,0x0010
1084,"Feb  9, 2024 16:21:04.907130000 Central Standard Time",1259,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,1245,6,255,52434,443,7808,13140,1205,0x0018
1085,"Feb  9, 2024 16:21:04.929718000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,40,6,242,443,52434,13140,9013,0,0x0010
1086,"Feb  9, 2024 16:21:04.936225000 Central Standard Time",1243,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,1229,6,242,443,52434,13140,9013,1189,0x0018
1087,"Feb  9, 2024 16:21:04.936245000 Central Standard Time",123,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,109,6,242,443,52434,14329,9013,69,0x0018
1088,"Feb  9, 2024 16:21:04.938939000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,40,6,255,52434,443,9013,14329,0,0x0010
1089,"Feb  9, 2024 16:21:05.081924000 Central Standard Time",74,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,60,6,64,39006,9999,0,0,0,0x0002
1090,"Feb  9, 2024 16:21:05.086617000 Central Standard Time",58,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,44,6,255,9999,39006,0,1,0,0x0012
1091,"Feb  9, 2024 16:21:05.112921000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39006,9999,1,1,0,0x0010
1092,"Feb  9, 2024 16:21:05.113467000 Central Standard Time",258,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,244,6,64,39006,9999,1,1,204,0x0018
1093,"Feb  9, 2024 16:21:05.130681000 Central Standard Time",228,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,214,6,255,9999,39006,1,205,174,0x0018
1094,"Feb  9, 2024 16:21:05.141033000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39006,9999,205,175,0,0x0010
1095,"Feb  9, 2024 16:21:05.141289000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39006,9999,205,175,0,0x0011
1096,"Feb  9, 2024 16:21:05.148854000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,39006,175,206,0,0x0010
1097,"Feb  9, 2024 16:21:05.175883000 Central Standard Time",74,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,60,6,64,39008,9999,0,0,0,0x0002
1098,"Feb  9, 2024 16:21:05.178936000 Central Standard Time",58,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,44,6,255,9999,39008,0,1,0,0x0012
1099,"Feb  9, 2024 16:21:05.181338000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39008,9999,1,1,0,0x0010
1100,"Feb  9, 2024 16:21:05.186339000 Central Standard Time",184,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,170,6,64,39008,9999,1,1,130,0x0018
1101,"Feb  9, 2024 16:21:05.214391000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,39008,1,131,0,0x0010
1102,"Feb  9, 2024 16:21:05.215065000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,40,6,255,52434,443,9013,14398,0,0x0010
1103,"Feb  9, 2024 16:21:05.234234000 Central Standard Time",123,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,109,6,242,443,52434,14329,9013,69,0x0018
1104,"Feb  9, 2024 16:21:05.249465000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,40,6,255,52434,443,9013,14398,0,0x0010
1105,"Feb  9, 2024 16:21:05.249814000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,39006,175,206,0,0x0011
1106,"Feb  9, 2024 16:21:05.251873000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39006,9999,206,176,0,0x0010
1107,"Feb  9, 2024 16:21:05.255452000 Central Standard Time",221,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,207,6,255,9999,39008,1,131,167,0x0018
1108,"Feb  9, 2024 16:21:05.256384000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39008,9999,131,168,0,0x0010
1109,"Feb  9, 2024 16:21:05.257648000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39008,9999,131,168,0,0x0011
1110,"Feb  9, 2024 16:21:05.261430000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,39008,168,132,0,0x0010
1111,"Feb  9, 2024 16:21:05.263125000 Central Standard Time",74,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,60,6,64,39010,9999,0,0,0,0x0002
1112,"Feb  9, 2024 16:21:05.272009000 Central Standard Time",58,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,44,6,255,9999,39010,0,1,0,0x0012
1113,"Feb  9, 2024 16:21:05.276564000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39010,9999,1,1,0,0x0010
1114,"Feb  9, 2024 16:21:05.277836000 Central Standard Time",178,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,164,6,64,39010,9999,1,1,124,0x0018
1115,"Feb  9, 2024 16:21:05.361247000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,39008,168,132,0,0x0011
1116,"Feb  9, 2024 16:21:05.362666000 Central Standard Time",141,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,127,6,255,9999,39010,1,125,87,0x0018
1117,"Feb  9, 2024 16:21:05.386550000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39010,9999,125,88,0,0x0010
1118,"Feb  9, 2024 16:21:05.386758000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39008,9999,132,169,0,0x0010
1119,"Feb  9, 2024 16:21:05.388305000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39010,9999,125,88,0,0x0011
1120,"Feb  9, 2024 16:21:05.394105000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,39010,88,126,0,0x0010
1121,"Feb  9, 2024 16:21:05.428595000 Central Standard Time",816,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,802,6,64,39257,443,2939,4753,750,0x0018
1122,"Feb  9, 2024 16:21:05.435137000 Central Standard Time",46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,0x0800,4,10.0.5.220,224.0.0.251,20,32,17,1,,,,,,
1123,"Feb  9, 2024 16:21:05.438747000 Central Standard Time",189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,175,17,64,,,,,,
1124,"Feb  9, 2024 16:21:05.438798000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1125,"Feb  9, 2024 16:21:05.493451000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,39010,88,126,0,0x0011
1126,"Feb  9, 2024 16:21:05.496257000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,52,6,242,443,39257,4753,3689,0,0x0010
1127,"Feb  9, 2024 16:21:05.497553000 Central Standard Time",1049,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,1035,6,242,443,39257,4753,3689,983,0x0018
1128,"Feb  9, 2024 16:21:05.513346000 Central Standard Time",1483,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,1469,17,255,,,,,,
1129,"Feb  9, 2024 16:21:05.545276000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,39010,9999,126,89,0,0x0010
1130,"Feb  9, 2024 16:21:05.551281000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,52,6,64,39257,443,3689,5736,0,0x0010
1131,"Feb  9, 2024 16:21:05.756156000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1132,"Feb  9, 2024 16:21:06.052639000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1133,"Feb  9, 2024 16:21:06.130361000 Central Standard Time",347,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,333,6,255,52434,443,9013,14398,293,0x0018
1134,"Feb  9, 2024 16:21:06.194266000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,40,6,242,443,52434,14398,9306,0,0x0010
1135,"Feb  9, 2024 16:21:06.200285000 Central Standard Time",1307,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,1293,6,255,52434,443,9306,14398,1253,0x0018
1136,"Feb  9, 2024 16:21:06.223011000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,40,6,242,443,52434,14398,10559,0,0x0010
1137,"Feb  9, 2024 16:21:06.229818000 Central Standard Time",1307,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,1293,6,242,443,52434,14398,10559,1253,0x0018
1138,"Feb  9, 2024 16:21:06.229839000 Central Standard Time",123,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,34.236.252.249,10.0.5.86,20,109,6,242,443,52434,15651,10559,69,0x0018
1139,"Feb  9, 2024 16:21:06.251265000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,34.236.252.249,20,40,6,255,52434,443,10559,15720,0,0x0010
1140,"Feb  9, 2024 16:21:06.362509000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1141,"Feb  9, 2024 16:21:06.434317000 Central Standard Time",46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,0x0800,4,10.0.5.220,224.0.0.251,20,32,17,1,,,,,,
1142,"Feb  9, 2024 16:21:06.437573000 Central Standard Time",189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,175,17,64,,,,,,
1143,"Feb  9, 2024 16:21:06.446363000 Central Standard Time",1483,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,1469,17,255,,,,,,
1144,"Feb  9, 2024 16:21:06.673322000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1145,"Feb  9, 2024 16:21:06.946894000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1146,"Feb  9, 2024 16:21:07.252846000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1147,"Feb  9, 2024 16:21:07.436287000 Central Standard Time",46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,0x0800,4,10.0.5.220,224.0.0.251,20,32,17,1,,,,,,
1148,"Feb  9, 2024 16:21:07.439549000 Central Standard Time",189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,175,17,64,,,,,,
1149,"Feb  9, 2024 16:21:07.460550000 Central Standard Time",1483,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,1469,17,255,,,,,,
1150,"Feb  9, 2024 16:21:07.540370000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1151,"Feb  9, 2024 16:21:17.368533000 Central Standard Time",816,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,802,6,64,39257,443,3689,5736,750,0x0018
1152,"Feb  9, 2024 16:21:17.368898000 Central Standard Time",189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,175,17,64,,,,,,
1153,"Feb  9, 2024 16:21:17.368965000 Central Standard Time",46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,0x0800,4,10.0.5.220,224.0.0.251,20,32,17,1,,,,,,
1154,"Feb  9, 2024 16:21:17.372149000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1155,"Feb  9, 2024 16:21:17.393991000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,52,6,242,443,39257,5736,4439,0,0x0010
1156,"Feb  9, 2024 16:21:17.451230000 Central Standard Time",1049,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,1035,6,242,443,39257,5736,4439,983,0x0018
1157,"Feb  9, 2024 16:21:17.510080000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,52,6,64,39257,443,4439,6719,0,0x0010
1158,"Feb  9, 2024 16:21:17.679743000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1159,"Feb  9, 2024 16:21:17.982343000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1160,"Feb  9, 2024 16:21:18.280104000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1161,"Feb  9, 2024 16:21:18.360207000 Central Standard Time",46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,0x0800,4,10.0.5.220,224.0.0.251,20,32,17,1,,,,,,
1162,"Feb  9, 2024 16:21:18.363736000 Central Standard Time",189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,175,17,64,,,,,,
1163,"Feb  9, 2024 16:21:18.577063000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1164,"Feb  9, 2024 16:21:18.864116000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1165,"Feb  9, 2024 16:21:19.176664000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1166,"Feb  9, 2024 16:21:19.369213000 Central Standard Time",46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,0x0800,4,10.0.5.220,224.0.0.251,20,32,17,1,,,,,,
1167,"Feb  9, 2024 16:21:19.371816000 Central Standard Time",189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,175,17,64,,,,,,
1168,"Feb  9, 2024 16:21:19.479046000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1169,"Feb  9, 2024 16:21:21.330898000 Central Standard Time",911,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.22.73.179,20,897,6,64,47514,443,4021,6076,845,0x0018
1170,"Feb  9, 2024 16:21:21.357366000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.22.73.179,10.0.5.220,20,52,6,244,443,47514,6076,4866,0,0x0010
1171,"Feb  9, 2024 16:21:21.409371000 Central Standard Time",219,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.73.97.167,10.0.5.86,20,205,6,243,443,52433,4393,3575,165,0x0018
1172,"Feb  9, 2024 16:21:22.077421000 Central Standard Time",219,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.73.97.167,10.0.5.86,20,205,6,243,443,52433,4393,3575,165,0x0018
1173,"Feb  9, 2024 16:21:23.421415000 Central Standard Time",219,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.73.97.167,10.0.5.86,20,205,6,243,443,52433,4393,3575,165,0x0018
1174,"Feb  9, 2024 16:21:26.109460000 Central Standard Time",219,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.73.97.167,10.0.5.86,20,205,6,243,443,52433,4393,3575,165,0x0018
1175,"Feb  9, 2024 16:21:26.461122000 Central Standard Time",42,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0806,,,,,,,,,,,,,
1176,"Feb  9, 2024 16:21:26.615281000 Central Standard Time",816,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,802,6,64,43430,443,1394,4600,750,0x0018
1177,"Feb  9, 2024 16:21:26.618012000 Central Standard Time",589,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,575,6,64,43432,443,1167,3853,523,0x0018
1178,"Feb  9, 2024 16:21:26.618084000 Central Standard Time",589,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,575,6,64,39257,443,4439,6719,523,0x0018
1179,"Feb  9, 2024 16:21:26.618169000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1180,"Feb  9, 2024 16:21:26.618250000 Central Standard Time",1468,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.230.25.127,20,1454,6,64,43318,443,1610,6483,1402,0x0018
1181,"Feb  9, 2024 16:21:26.618314000 Central Standard Time",591,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,577,6,64,43438,443,1178,3812,525,0x0018
1182,"Feb  9, 2024 16:21:26.618351000 Central Standard Time",1514,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.4.140.83,20,1500,6,64,40212,443,3480,3741,1448,0x0018
1183,"Feb  9, 2024 16:21:26.618440000 Central Standard Time",1454,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.4.140.83,20,1440,6,64,40212,443,4928,3741,1388,0x0018
1184,"Feb  9, 2024 16:21:26.618477000 Central Standard Time",46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,0x0800,4,10.0.5.220,224.0.0.251,20,32,17,1,,,,,,
1185,"Feb  9, 2024 16:21:26.620827000 Central Standard Time",1032,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.230.25.127,20,1018,6,64,43324,443,2046,6846,966,0x0018
